year,month,day,hour,consumption
2013,12,14,20,0.92
2013,12,14,21,0.71
2013,12,14,22,2.24
2013,12,14,23,3.62
2013,12,15,0,3.07
2013,12,15,1,3.71
2013,12,15,2,0.82
2013,12,15,3,5.53
2013,12,15,4,1.24
2013,12,15,5,1.12
2013,12,15,6,16.2
2013,12,15,7,15.95
2013,12,15,8,17.5
2013,12,15,9,15.1
2013,12,15,10,18.65
2013,12,15,11,18.93
2013,12,15,12,6.44
2013,12,15,13,7.78
2013,12,15,14,19.09
2013,12,15,15,15.88
2013,12,15,16,17.45
2013,12,15,17,18.72
2013,12,15,18,15.35
2013,12,15,19,16.37
2013,12,15,20,0.84
2013,12,15,21,1.34
2013,12,15,22,2.95
2013,12,15,23,5.35
2013,12,16,0,2.09
2013,12,16,1,4.79
2013,12,16,2,1.81
2013,12,16,3,0.75
2013,12,16,4,4.75
2013,12,16,5,0.68
2013,12,16,6,17.6
2013,12,16,7,18.86
2013,12,16,8,16.85
2013,12,16,9,17.91
2013,12,16,10,19.0
2013,12,16,11,19.57
2013,12,16,12,7.7
2013,12,16,13,6.18
2013,12,16,14,16.47
2013,12,16,15,15.72
2013,12,16,16,16.9
2013,12,16,17,18.29
2013,12,16,18,16.62
2013,12,16,19,17.23
2013,12,16,20,1.43
2013,12,16,21,4.79
2013,12,16,22,4.75
2013,12,16,23,1.29
2013,12,17,0,2.9
2013,12,17,1,4.65
2013,12,17,2,2.19
2013,12,17,3,3.5
2013,12,17,4,2.44
2013,12,17,5,5.35
2013,12,17,6,19.64
2013,12,17,7,15.06
2013,12,17,8,19.51
2013,12,17,9,18.66
2013,12,17,10,16.25
2013,12,17,11,15.44
2013,12,17,12,6.78
2013,12,17,13,7.87
2013,12,17,14,15.58
2013,12,17,15,19.91
2013,12,17,16,18.64
2013,12,17,17,15.51
2013,12,17,18,18.13
2013,12,17,19,15.44
2013,12,17,20,2.61
2013,12,17,21,5.41
2013,12,17,22,3.09
2013,12,17,23,0.68
2013,12,18,0,4.27
2013,12,18,1,1.99
2013,12,18,2,3.82
2013,12,18,3,1.26
2013,12,18,4,4.78
2013,12,18,5,5.34
2013,12,18,6,19.41
2013,12,18,7,15.23
2013,12,18,8,16.8
2013,12,18,9,16.29
2013,12,18,10,15.34
2013,12,18,11,18.54
2013,12,18,12,7.96
2013,12,18,13,7.32
2013,12,18,14,18.2
2013,12,18,15,15.5
2013,12,18,16,17.27
2013,12,18,17,16.73
2013,12,18,18,16.16
2013,12,18,19,15.85
2013,12,18,20,3.61
2013,12,18,21,2.84
2013,12,18,22,2.61
2013,12,18,23,1.65
2013,12,19,0,2.78
2013,12,19,1,1.2
2013,12,19,2,0.11
2013,12,19,3,3.11
2013,12,19,4,3.32
2013,12,19,5,3.04
2013,12,19,6,19.55
2013,12,19,7,15.58
2013,12,19,8,15.62
2013,12,19,9,18.24
2013,12,19,10,18.52
2013,12,19,11,17.54
2013,12,19,12,6.24
2013,12,19,13,6.69
2013,12,19,14,15.34
2013,12,19,15,17.48
2013,12,19,16,16.73
2013,12,19,17,15.03
2013,12,19,18,18.24
2013,12,19,19,16.25
2013,12,19,20,1.4
2013,12,19,21,5.34
2013,12,19,22,4.17
2013,12,19,23,5.38
2013,12,20,0,0.18
2013,12,20,1,4.93
2013,12,20,2,1.63
2013,12,20,3,0.95
2013,12,20,4,5.46
2013,12,20,5,2.02
2013,12,20,6,19.18
2013,12,20,7,16.94
2013,12,20,8,17.95
2013,12,20,9,18.37
2013,12,20,10,15.27
2013,12,20,11,17.32
2013,12,20,12,7.05
2013,12,20,13,7.01
2013,12,20,14,19.66
2013,12,20,15,19.54
2013,12,20,16,18.32
2013,12,20,17,18.04
2013,12,20,18,15.05
2013,12,20,19,15.96
2013,12,20,20,1.3
2013,12,20,21,0.54
2013,12,20,22,4.95
2013,12,20,23,1.21
2013,12,21,0,4.68
2013,12,21,1,5.01
2013,12,21,2,2.42
2013,12,21,3,4.97
2013,12,21,4,4.25
2013,12,21,5,4.27
2013,12,21,6,19.22
2013,12,21,7,18.02
2013,12,21,8,19.94
2013,12,21,9,16.99
2013,12,21,10,17.64
2013,12,21,11,18.79
2013,12,21,12,6.62
2013,12,21,13,6.19
2013,12,21,14,18.41
2013,12,21,15,15.22
2013,12,21,16,16.96
2013,12,21,17,19.47
2013,12,21,18,16.41
2013,12,21,19,18.95
2013,12,21,20,5.07
2013,12,21,21,1.23
2013,12,21,22,4.74
2013,12,21,23,4.41
2013,12,22,0,3.76
2013,12,22,1,4.95
2013,12,22,2,0.78
2013,12,22,3,3.49
2013,12,22,4,5.25
2013,12,22,5,5.99
2013,12,22,6,17.34
2013,12,22,7,15.1
2013,12,22,8,18.62
2013,12,22,9,18.63
2013,12,22,10,19.78
2013,12,22,11,17.83
2013,12,22,12,6.7
2013,12,22,13,6.54
2013,12,22,14,17.72
2013,12,22,15,16.18
2013,12,22,16,15.46
2013,12,22,17,16.86
2013,12,22,18,18.43
2013,12,22,19,19.39
2013,12,22,20,4.95
2013,12,22,21,4.31
2013,12,22,22,4.41
2013,12,22,23,3.44
2013,12,23,0,1.86
2013,12,23,1,2.85
2013,12,23,2,3.31
2013,12,23,3,4.68
2013,12,23,4,5.24
2013,12,23,5,4.52
2013,12,23,6,19.13
2013,12,23,7,19.17
2013,12,23,8,17.19
2013,12,23,9,17.26
2013,12,23,10,15.57
2013,12,23,11,19.34
2013,12,23,12,6.41
2013,12,23,13,6.74
2013,12,23,14,18.72
2013,12,23,15,16.82
2013,12,23,16,18.79
2013,12,23,17,17.69
2013,12,23,18,16.89
2013,12,23,19,19.91
2013,12,23,20,5.97
2013,12,23,21,4.86
2013,12,23,22,5.1
2013,12,23,23,3.89
2013,12,24,0,0.61
2013,12,24,1,4.67
2013,12,24,2,0.29
2013,12,24,3,2.12
2013,12,24,4,2.08
2013,12,24,5,4.67
2013,12,24,6,16.18
2013,12,24,7,19.57
2013,12,24,8,16.78
2013,12,24,9,15.66
2013,12,24,10,17.17
2013,12,24,11,15.22
2013,12,24,12,6.79
2013,12,24,13,6.59
2013,12,24,14,17.05
2013,12,24,15,17.24
2013,12,24,16,18.38
2013,12,24,17,18.94
2013,12,24,18,16.8
2013,12,24,19,16.55
2013,12,24,20,0.53
2013,12,24,21,5.88
2013,12,24,22,0.82
2013,12,24,23,3.09
2013,12,25,0,2.49
2013,12,25,1,2.54
2013,12,25,2,1.55
2013,12,25,3,2.8
2013,12,25,4,1.17
2013,12,25,5,2.77
2013,12,25,6,19.06
2013,12,25,7,15.48
2013,12,25,8,15.34
2013,12,25,9,16.69
2013,12,25,10,16.48
2013,12,25,11,18.24
2013,12,25,12,7.38
2013,12,25,13,7.66
2013,12,25,14,19.52
2013,12,25,15,19.85
2013,12,25,16,16.65
2013,12,25,17,16.64
2013,12,25,18,18.91
2013,12,25,19,16.9
2013,12,25,20,5.76
2013,12,25,21,5.57
2013,12,25,22,1.48
2013,12,25,23,4.06
2013,12,26,0,1.02
2013,12,26,1,0.87
2013,12,26,2,3.24
2013,12,26,3,3.81
2013,12,26,4,5.6
2013,12,26,5,2.25
2013,12,26,6,17.01
2013,12,26,7,16.08
2013,12,26,8,19.64
2013,12,26,9,15.93
2013,12,26,10,19.57
2013,12,26,11,16.09
2013,12,26,12,7.61
2013,12,26,13,7.33
2013,12,26,14,18.46
2013,12,26,15,16.7
2013,12,26,16,16.72
2013,12,26,17,15.87
2013,12,26,18,15.64
2013,12,26,19,17.08
2013,12,26,20,1.34
2013,12,26,21,1.41
2013,12,26,22,4.09
2013,12,26,23,2.78
2013,12,27,0,5.99
2013,12,27,1,2.13
2013,12,27,2,5.58
2013,12,27,3,0.17
2013,12,27,4,3.27
2013,12,27,5,5.07
2013,12,27,6,17.83
2013,12,27,7,17.07
2013,12,27,8,18.83
2013,12,27,9,17.0
2013,12,27,10,17.35
2013,12,27,11,19.61
2013,12,27,12,7.35
2013,12,27,13,6.1
2013,12,27,14,19.88
2013,12,27,15,15.03
2013,12,27,16,18.84
2013,12,27,17,18.35
2013,12,27,18,17.46
2013,12,27,19,18.37
2013,12,27,20,1.51
2013,12,27,21,3.66
2013,12,27,22,5.37
2013,12,27,23,3.61
2013,12,28,0,4.92
2013,12,28,1,1.99
2013,12,28,2,5.31
2013,12,28,3,1.22
2013,12,28,4,4.14
2013,12,28,5,0.13
2013,12,28,6,19.62
2013,12,28,7,19.82
2013,12,28,8,18.96
2013,12,28,9,16.16
2013,12,28,10,15.73
2013,12,28,11,19.62
2013,12,28,12,6.92
2013,12,28,13,6.93
2013,12,28,14,19.78
2013,12,28,15,17.65
2013,12,28,16,19.54
2013,12,28,17,18.62
2013,12,28,18,18.2
2013,12,28,19,19.45
2013,12,28,20,2.67
2013,12,28,21,0.87
2013,12,28,22,3.01
2013,12,28,23,2.29
2013,12,29,0,5.84
2013,12,29,1,1.6
2013,12,29,2,1.53
2013,12,29,3,1.68
2013,12,29,4,3.82
2013,12,29,5,3.45
2013,12,29,6,16.5
2013,12,29,7,18.74
2013,12,29,8,16.59
2013,12,29,9,15.85
2013,12,29,10,17.75
2013,12,29,11,19.63
2013,12,29,12,7.6
2013,12,29,13,6.88
2013,12,29,14,15.29
2013,12,29,15,15.44
2013,12,29,16,18.01
2013,12,29,17,17.74
2013,12,29,18,16.6
2013,12,29,19,17.55
2013,12,29,20,0.95
2013,12,29,21,0.86
2013,12,29,22,2.06
2013,12,29,23,1.04
2013,12,30,0,4.21
2013,12,30,1,1.26
2013,12,30,2,0.82
2013,12,30,3,5.02
2013,12,30,4,4.94
2013,12,30,5,3.12
2013,12,30,6,19.55
2013,12,30,7,19.96
2013,12,30,8,15.36
2013,12,30,9,17.1
2013,12,30,10,19.16
2013,12,30,11,19.28
2013,12,30,12,6.83
2013,12,30,13,7.13
2013,12,30,14,19.02
2013,12,30,15,18.53
2013,12,30,16,19.33
2013,12,30,17,17.69
2013,12,30,18,18.22
2013,12,30,19,17.13
2013,12,30,20,2.38
2013,12,30,21,1.45
2013,12,30,22,3.99
2013,12,30,23,0.9
2013,12,31,0,3.9
2013,12,31,1,2.78
2013,12,31,2,4.06
2013,12,31,3,5.82
2013,12,31,4,2.99
2013,12,31,5,3.65
2013,12,31,6,18.3
2013,12,31,7,18.76
2013,12,31,8,15.33
2013,12,31,9,18.73
2013,12,31,10,19.52
2013,12,31,11,18.99
2013,12,31,12,6.87
2013,12,31,13,6.77
2013,12,31,14,17.18
2013,12,31,15,15.37
2013,12,31,16,19.71
2013,12,31,17,16.74
2013,12,31,18,17.62
2013,12,31,19,16.72
2013,12,31,20,5.66
2013,12,31,21,4.01
2013,12,31,22,3.67
2013,12,31,23,5.04
2014,1,1,0,1.41
2014,1,1,1,5.33
2014,1,1,2,0.89
2014,1,1,3,0.17
2014,1,1,4,0.37
2014,1,1,5,1.68
2014,1,1,6,18.7
2014,1,1,7,19.12
2014,1,1,8,15.21
2014,1,1,9,15.0
2014,1,1,10,19.42
2014,1,1,11,16.1
2014,1,1,12,7.2
2014,1,1,13,6.8
2014,1,1,14,16.38
2014,1,1,15,16.1
2014,1,1,16,18.65
2014,1,1,17,15.24
2014,1,1,18,19.66
2014,1,1,19,16.31
2014,1,1,20,2.89
2014,1,1,21,5.5
2014,1,1,22,5.0
2014,1,1,23,3.12
2014,1,2,0,3.1
2014,1,2,1,3.7
2014,1,2,2,5.47
2014,1,2,3,3.3
2014,1,2,4,4.03
2014,1,2,5,2.93
2014,1,2,6,17.56
2014,1,2,7,16.88
2014,1,2,8,15.19
2014,1,2,9,19.52
2014,1,2,10,18.63
2014,1,2,11,16.42
2014,1,2,12,7.24
2014,1,2,13,6.65
2014,1,2,14,16.67
2014,1,2,15,19.99
2014,1,2,16,19.59
2014,1,2,17,17.81
2014,1,2,18,19.07
2014,1,2,19,18.73
2014,1,2,20,3.59
2014,1,2,21,2.76
2014,1,2,22,0.57
2014,1,2,23,4.52
2014,1,3,0,0.15
2014,1,3,1,3.32
2014,1,3,2,4.01
2014,1,3,3,5.76
2014,1,3,4,5.73
2014,1,3,5,0.55
2014,1,3,6,19.95
2014,1,3,7,15.92
2014,1,3,8,18.7
2014,1,3,9,19.67
2014,1,3,10,18.02
2014,1,3,11,15.19
2014,1,3,12,7.52
2014,1,3,13,6.77
2014,1,3,14,19.6
2014,1,3,15,15.61
2014,1,3,16,17.94
2014,1,3,17,17.07
2014,1,3,18,19.25
2014,1,3,19,19.26
2014,1,3,20,4.7
2014,1,3,21,0.91
2014,1,3,22,1.66
2014,1,3,23,3.11
2014,1,4,0,5.1
2014,1,4,1,3.28
2014,1,4,2,2.04
2014,1,4,3,5.31
2014,1,4,4,5.77
2014,1,4,5,0.46
2014,1,4,6,19.92
2014,1,4,7,15.41
2014,1,4,8,17.22
2014,1,4,9,15.14
2014,1,4,10,19.72
2014,1,4,11,16.65
2014,1,4,12,7.59
2014,1,4,13,6.25
2014,1,4,14,16.36
2014,1,4,15,16.28
2014,1,4,16,16.29
2014,1,4,17,17.79
2014,1,4,18,19.21
2014,1,4,19,17.52
2014,1,4,20,3.18
2014,1,4,21,2.24
2014,1,4,22,5.93
2014,1,4,23,2.85
2014,1,5,0,1.41
2014,1,5,1,5.39
2014,1,5,2,5.31
2014,1,5,3,3.44
2014,1,5,4,1.73
2014,1,5,5,2.71
2014,1,5,6,18.42
2014,1,5,7,16.46
2014,1,5,8,15.05
2014,1,5,9,17.31
2014,1,5,10,19.38
2014,1,5,11,19.3
2014,1,5,12,6.94
2014,1,5,13,7.54
2014,1,5,14,19.74
2014,1,5,15,17.7
2014,1,5,16,19.5
2014,1,5,17,19.36
2014,1,5,18,17.24
2014,1,5,19,18.6
2014,1,5,20,0.57
2014,1,5,21,2.61
2014,1,5,22,3.1
2014,1,5,23,1.32
2014,1,6,0,1.7
2014,1,6,1,1.75
2014,1,6,2,4.16
2014,1,6,3,2.01
2014,1,6,4,3.13
2014,1,6,5,2.16
2014,1,6,6,17.69
2014,1,6,7,16.37
2014,1,6,8,17.07
2014,1,6,9,18.52
2014,1,6,10,19.22
2014,1,6,11,19.7
2014,1,6,12,6.62
2014,1,6,13,7.52
2014,1,6,14,19.78
2014,1,6,15,15.56
2014,1,6,16,16.85
2014,1,6,17,19.02
2014,1,6,18,17.72
2014,1,6,19,16.98
2014,1,6,20,2.11
2014,1,6,21,0.94
2014,1,6,22,5.19
2014,1,6,23,2.59
2014,1,7,0,2.54
2014,1,7,1,1.06
2014,1,7,2,2.86
2014,1,7,3,4.02
2014,1,7,4,1.5
2014,1,7,5,2.43
2014,1,7,6,18.21
2014,1,7,7,18.94
2014,1,7,8,15.31
2014,1,7,9,16.32
2014,1,7,10,17.6
2014,1,7,11,17.21
2014,1,7,12,6.63
2014,1,7,13,6.45
2014,1,7,14,18.38
2014,1,7,15,16.2
2014,1,7,16,19.17
2014,1,7,17,15.07
2014,1,7,18,18.56
2014,1,7,19,18.48
2014,1,7,20,1.94
2014,1,7,21,0.83
2014,1,7,22,4.82
2014,1,7,23,4.94
2014,1,8,0,4.36
2014,1,8,1,1.78
2014,1,8,2,2.09
2014,1,8,3,3.86
2014,1,8,4,1.74
2014,1,8,5,1.13
2014,1,8,6,15.8
2014,1,8,7,16.91
2014,1,8,8,17.51
2014,1,8,9,15.93
2014,1,8,10,16.5
2014,1,8,11,16.47
2014,1,8,12,7.63
2014,1,8,13,6.67
2014,1,8,14,17.2
2014,1,8,15,15.96
2014,1,8,16,17.22
2014,1,8,17,19.82
2014,1,8,18,17.88
2014,1,8,19,18.46
2014,1,8,20,5.84
2014,1,8,21,0.78
2014,1,8,22,4.94
2014,1,8,23,1.35
2014,1,9,0,3.36
2014,1,9,1,4.35
2014,1,9,2,4.56
2014,1,9,3,4.5
2014,1,9,4,0.7
2014,1,9,5,5.96
2014,1,9,6,18.21
2014,1,9,7,19.27
2014,1,9,8,17.08
2014,1,9,9,19.78
2014,1,9,10,18.28
2014,1,9,11,19.33
2014,1,9,12,7.31
2014,1,9,13,6.78
2014,1,9,14,19.68
2014,1,9,15,15.31
2014,1,9,16,15.97
2014,1,9,17,18.47
2014,1,9,18,16.92
2014,1,9,19,16.07
2014,1,9,20,3.59
2014,1,9,21,2.37
2014,1,9,22,4.41
2014,1,9,23,0.91
2014,1,10,0,4.35
2014,1,10,1,5.36
2014,1,10,2,3.27
2014,1,10,3,4.36
2014,1,10,4,1.18
2014,1,10,5,1.79
2014,1,10,6,18.68
2014,1,10,7,19.19
2014,1,10,8,19.3
2014,1,10,9,16.91
2014,1,10,10,17.49
2014,1,10,11,17.6
2014,1,10,12,7.57
2014,1,10,13,7.04
2014,1,10,14,19.73
2014,1,10,15,19.41
2014,1,10,16,18.32
2014,1,10,17,15.75
2014,1,10,18,16.94
2014,1,10,19,18.7
2014,1,10,20,2.94
2014,1,10,21,2.11
2014,1,10,22,0.93
2014,1,10,23,3.32
2014,1,11,0,2.7
2014,1,11,1,3.12
2014,1,11,2,0.85
2014,1,11,3,5.62
2014,1,11,4,0.2
2014,1,11,5,5.05
2014,1,11,6,17.16
2014,1,11,7,19.42
2014,1,11,8,18.69
2014,1,11,9,19.25
2014,1,11,10,17.3
2014,1,11,11,15.29
2014,1,11,12,7.88
2014,1,11,13,7.04
2014,1,11,14,15.83
2014,1,11,15,16.58
2014,1,11,16,16.4
2014,1,11,17,17.16
2014,1,11,18,15.71
2014,1,11,19,15.28
2014,1,11,20,1.22
2014,1,11,21,0.94
2014,1,11,22,0.73
2014,1,11,23,0.78
2014,1,12,0,1.97
2014,1,12,1,3.52
2014,1,12,2,3.25
2014,1,12,3,5.69
2014,1,12,4,4.95
2014,1,12,5,0.16
2014,1,12,6,19.45
2014,1,12,7,19.99
2014,1,12,8,17.29
2014,1,12,9,17.24
2014,1,12,10,18.63
2014,1,12,11,16.67
2014,1,12,12,7.64
2014,1,12,13,6.82
2014,1,12,14,19.56
2014,1,12,15,17.63
2014,1,12,16,17.38
2014,1,12,17,17.67
2014,1,12,18,16.56
2014,1,12,19,15.83
2014,1,12,20,2.78
2014,1,12,21,5.04
2014,1,12,22,4.88
2014,1,12,23,5.03
2014,1,13,0,0.7
2014,1,13,1,0.28
2014,1,13,2,2.49
2014,1,13,3,4.21
2014,1,13,4,3.22
2014,1,13,5,3.55
2014,1,13,6,17.77
2014,1,13,7,16.33
2014,1,13,8,16.13
2014,1,13,9,15.33
2014,1,13,10,17.44
2014,1,13,11,17.42
2014,1,13,12,7.32
2014,1,13,13,6.89
2014,1,13,14,17.26
2014,1,13,15,17.65
2014,1,13,16,16.68
2014,1,13,17,18.18
2014,1,13,18,15.62
2014,1,13,19,18.35
2014,1,13,20,4.87
2014,1,13,21,4.27
2014,1,13,22,2.41
2014,1,13,23,4.53
2014,1,14,0,1.84
2014,1,14,1,0.64
2014,1,14,2,2.43
2014,1,14,3,0.8
2014,1,14,4,5.76
2014,1,14,5,5.52
2014,1,14,6,16.73
2014,1,14,7,15.73
2014,1,14,8,15.75
2014,1,14,9,17.18
2014,1,14,10,18.65
2014,1,14,11,16.85
2014,1,14,12,6.9
2014,1,14,13,6.84
2014,1,14,14,17.53
2014,1,14,15,19.23
2014,1,14,16,17.81
2014,1,14,17,18.13
2014,1,14,18,16.12
2014,1,14,19,17.02
2014,1,14,20,5.66
2014,1,14,21,3.06
2014,1,14,22,4.14
2014,1,14,23,2.32
2014,1,15,0,5.95
2014,1,15,1,2.97
2014,1,15,2,3.91
2014,1,15,3,4.74
2014,1,15,4,0.22
2014,1,15,5,1.1
2014,1,15,6,19.49
2014,1,15,7,19.14
2014,1,15,8,17.14
2014,1,15,9,19.71
2014,1,15,10,19.01
2014,1,15,11,18.32
2014,1,15,12,7.41
2014,1,15,13,7.51
2014,1,15,14,18.84
2014,1,15,15,18.54
2014,1,15,16,16.21
2014,1,15,17,15.86
2014,1,15,18,16.5
2014,1,15,19,17.83
2014,1,15,20,0.8
2014,1,15,21,3.99
2014,1,15,22,4.71
2014,1,15,23,3.63
2014,1,16,0,3.0
2014,1,16,1,0.56
2014,1,16,2,2.38
2014,1,16,3,4.09
2014,1,16,4,1.81
2014,1,16,5,0.24
2014,1,16,6,17.98
2014,1,16,7,16.01
2014,1,16,8,18.0
2014,1,16,9,19.45
2014,1,16,10,15.78
2014,1,16,11,16.32
2014,1,16,12,7.05
2014,1,16,13,6.48
2014,1,16,14,17.1
2014,1,16,15,16.19
2014,1,16,16,17.89
2014,1,16,17,19.44
2014,1,16,18,16.6
2014,1,16,19,17.05
2014,1,16,20,0.63
2014,1,16,21,0.75
2014,1,16,22,0.59
2014,1,16,23,2.98
2014,1,17,0,0.18
2014,1,17,1,1.1
2014,1,17,2,3.45
2014,1,17,3,3.03
2014,1,17,4,0.14
2014,1,17,5,4.32
2014,1,17,6,18.28
2014,1,17,7,17.93
2014,1,17,8,17.07
2014,1,17,9,18.74
2014,1,17,10,16.51
2014,1,17,11,17.24
2014,1,17,12,7.95
2014,1,17,13,6.88
2014,1,17,14,15.14
2014,1,17,15,18.1
2014,1,17,16,16.35
2014,1,17,17,15.34
2014,1,17,18,16.46
2014,1,17,19,19.06
2014,1,17,20,4.32
2014,1,17,21,1.43
2014,1,17,22,4.08
2014,1,17,23,2.0
2014,1,18,0,4.9
2014,1,18,1,2.3
2014,1,18,2,1.93
2014,1,18,3,1.22
2014,1,18,4,0.8
2014,1,18,5,2.64
2014,1,18,6,15.66
2014,1,18,7,19.83
2014,1,18,8,18.94
2014,1,18,9,15.43
2014,1,18,10,19.89
2014,1,18,11,15.47
2014,1,18,12,7.77
2014,1,18,13,7.19
2014,1,18,14,19.42
2014,1,18,15,18.62
2014,1,18,16,17.85
2014,1,18,17,18.83
2014,1,18,18,16.05
2014,1,18,19,15.53
2014,1,18,20,2.68
2014,1,18,21,1.03
2014,1,18,22,0.93
2014,1,18,23,4.6
2014,1,19,0,1.45
2014,1,19,1,1.16
2014,1,19,2,0.79
2014,1,19,3,0.96
2014,1,19,4,4.66
2014,1,19,5,5.36
2014,1,19,6,15.2
2014,1,19,7,15.24
2014,1,19,8,16.24
2014,1,19,9,19.66
2014,1,19,10,16.82
2014,1,19,11,19.38
2014,1,19,12,7.08
2014,1,19,13,7.42
2014,1,19,14,17.44
2014,1,19,15,17.9
2014,1,19,16,19.34
2014,1,19,17,17.63
2014,1,19,18,19.52
2014,1,19,19,15.46
2014,1,19,20,2.58
2014,1,19,21,1.42
2014,1,19,22,5.7
2014,1,19,23,2.92
2014,1,20,0,2.14
2014,1,20,1,4.23
2014,1,20,2,3.89
2014,1,20,3,5.69
2014,1,20,4,3.98
2014,1,20,5,4.45
2014,1,20,6,18.42
2014,1,20,7,16.71
2014,1,20,8,15.18
2014,1,20,9,17.05
2014,1,20,10,15.99
2014,1,20,11,16.98
2014,1,20,12,6.56
2014,1,20,13,7.11
2014,1,20,14,16.24
2014,1,20,15,16.22
2014,1,20,16,16.52
2014,1,20,17,19.23
2014,1,20,18,19.83
2014,1,20,19,19.53
2014,1,20,20,4.0
2014,1,20,21,2.69
2014,1,20,22,1.18
2014,1,20,23,1.11
2014,1,21,0,5.79
2014,1,21,1,3.91
2014,1,21,2,0.82
2014,1,21,3,4.27
2014,1,21,4,5.43
2014,1,21,5,5.3
2014,1,21,6,17.12
2014,1,21,7,17.46
2014,1,21,8,15.51
2014,1,21,9,16.99
2014,1,21,10,17.77
2014,1,21,11,19.99
2014,1,21,12,6.62
2014,1,21,13,6.09
2014,1,21,14,15.6
2014,1,21,15,18.5
2014,1,21,16,16.45
2014,1,21,17,17.04
2014,1,21,18,17.39
2014,1,21,19,17.27
2014,1,21,20,5.44
2014,1,21,21,2.98
2014,1,21,22,2.56
2014,1,21,23,1.64
2014,1,22,0,2.67
2014,1,22,1,5.24
2014,1,22,2,1.63
2014,1,22,3,4.64
2014,1,22,4,5.08
2014,1,22,5,4.82
2014,1,22,6,20.0
2014,1,22,7,15.19
2014,1,22,8,17.55
2014,1,22,9,17.97
2014,1,22,10,19.43
2014,1,22,11,16.12
2014,1,22,12,6.73
2014,1,22,13,7.86
2014,1,22,14,15.09
2014,1,22,15,17.99
2014,1,22,16,18.64
2014,1,22,17,16.33
2014,1,22,18,17.82
2014,1,22,19,18.51
2014,1,22,20,1.59
2014,1,22,21,4.73
2014,1,22,22,1.55
2014,1,22,23,2.56
2014,1,23,0,4.59
2014,1,23,1,1.2
2014,1,23,2,2.11
2014,1,23,3,1.9
2014,1,23,4,1.93
2014,1,23,5,1.34
2014,1,23,6,18.03
2014,1,23,7,16.84
2014,1,23,8,17.75
2014,1,23,9,15.6
2014,1,23,10,16.33
2014,1,23,11,17.19
2014,1,23,12,6.01
2014,1,23,13,6.7
2014,1,23,14,18.59
2014,1,23,15,16.71
2014,1,23,16,18.61
2014,1,23,17,15.89
2014,1,23,18,16.14
2014,1,23,19,16.33
2014,1,23,20,5.37
2014,1,23,21,4.32
2014,1,23,22,4.62
2014,1,23,23,5.94
2014,1,24,0,1.22
2014,1,24,1,1.93
2014,1,24,2,0.26
2014,1,24,3,1.95
2014,1,24,4,5.11
2014,1,24,5,2.01
2014,1,24,6,18.15
2014,1,24,7,15.31
2014,1,24,8,17.64
2014,1,24,9,16.6
2014,1,24,10,18.92
2014,1,24,11,17.19
2014,1,24,12,7.65
2014,1,24,13,6.02
2014,1,24,14,19.54
2014,1,24,15,16.64
2014,1,24,16,18.17
2014,1,24,17,19.45
2014,1,24,18,18.13
2014,1,24,19,19.05
2014,1,24,20,1.48
2014,1,24,21,5.22
2014,1,24,22,5.78
2014,1,24,23,4.19
2014,1,25,0,4.25
2014,1,25,1,3.54
2014,1,25,2,4.47
2014,1,25,3,0.44
2014,1,25,4,0.59
2014,1,25,5,1.51
2014,1,25,6,15.16
2014,1,25,7,19.89
2014,1,25,8,15.08
2014,1,25,9,18.33
2014,1,25,10,16.65
2014,1,25,11,19.5
2014,1,25,12,7.13
2014,1,25,13,7.71
2014,1,25,14,20.0
2014,1,25,15,16.04
2014,1,25,16,15.83
2014,1,25,17,17.15
2014,1,25,18,19.16
2014,1,25,19,15.39
2014,1,25,20,2.04
2014,1,25,21,1.14
2014,1,25,22,4.9
2014,1,25,23,0.67
2014,1,26,0,2.38
2014,1,26,1,2.59
2014,1,26,2,2.86
2014,1,26,3,5.18
2014,1,26,4,2.93
2014,1,26,5,4.14
2014,1,26,6,16.39
2014,1,26,7,15.86
2014,1,26,8,18.55
2014,1,26,9,16.06
2014,1,26,10,15.61
2014,1,26,11,17.14
2014,1,26,12,7.1
2014,1,26,13,7.79
2014,1,26,14,16.78
2014,1,26,15,15.36
2014,1,26,16,15.77
2014,1,26,17,15.03
2014,1,26,18,19.57
2014,1,26,19,18.89
2014,1,26,20,0.46
2014,1,26,21,5.15
2014,1,26,22,3.0
2014,1,26,23,3.06
2014,1,27,0,1.45
2014,1,27,1,6.0
2014,1,27,2,0.93
2014,1,27,3,3.02
2014,1,27,4,1.59
2014,1,27,5,3.73
2014,1,27,6,15.27
2014,1,27,7,15.45
2014,1,27,8,19.51
2014,1,27,9,18.13
2014,1,27,10,17.16
2014,1,27,11,18.07
2014,1,27,12,7.62
2014,1,27,13,7.01
2014,1,27,14,18.37
2014,1,27,15,15.25
2014,1,27,16,17.0
2014,1,27,17,16.83
2014,1,27,18,19.81
2014,1,27,19,17.98
2014,1,27,20,2.81
2014,1,27,21,3.55
2014,1,27,22,3.95
2014,1,27,23,5.54
2014,1,28,0,3.41
2014,1,28,1,2.26
2014,1,28,2,5.93
2014,1,28,3,2.78
2014,1,28,4,2.57
2014,1,28,5,0.74
2014,1,28,6,16.34
2014,1,28,7,16.91
2014,1,28,8,17.89
2014,1,28,9,17.03
2014,1,28,10,19.16
2014,1,28,11,19.89
2014,1,28,12,6.27
2014,1,28,13,6.74
2014,1,28,14,15.49
